+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                        ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; cpu_topEx01|kernelEx01|jtag_uart|the_kernel_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|jtag_uart|the_kernel_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|jtag_uart|the_kernel_jtag_uart_scfifo_w|wfifo|auto_generated                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|jtag_uart|the_kernel_jtag_uart_scfifo_w                                                                                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|jtag_uart                                                                                                                             ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|epcs_flash|the_boot_copier_rom|auto_generated                                                                                         ; 10    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|epcs_flash|the_kernel_epcs_flash_sub                                                                                                  ; 25    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|epcs_flash                                                                                                                            ; 48    ; 0              ; 16           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|alarm_select                                                                                                                          ; 42    ; 0              ; 28           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|sda                                                                                                                                   ; 38    ; 0              ; 31           ; 0              ; 32     ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01|scl                                                                                                                                   ; 38    ; 31             ; 31           ; 31             ; 33     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|kernelEx01                                                                                                                                       ; 75    ; 1              ; 0            ; 1              ; 77     ; 1               ; 1             ; 1               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex03|altsyncram_component|auto_generated                                                                               ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex03                                                                                                                   ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex02|altsyncram_component|auto_generated                                                                               ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex02                                                                                                                   ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex01|altsyncram_component|auto_generated                                                                               ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01|region_Ex01                                                                                                                   ; 42    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01|command_moduleEx01                                                                                                                               ; 70    ; 0              ; 1            ; 0              ; 671    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_topEx01                                                                                                                                                  ; 342   ; 151            ; 0            ; 151            ; 683    ; 151             ; 151           ; 151             ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp_msb                                                                               ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                                                                               ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                                                                              ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                                                                              ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdempty_eq_comp_msb                                                                              ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                                                                              ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                                                                             ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                                                                             ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|ws_dgrp|dffpipe8                                                                                 ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|ws_dgrp                                                                                          ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|ws_bwp                                                                                           ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|ws_brp                                                                                           ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rs_dgwp|dffpipe6                                                                                 ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rs_dgwp                                                                                          ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rs_bwp                                                                                           ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rs_brp                                                                                           ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|fifo_ram                                                                                         ; 59    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrptr_g1p                                                                                        ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdptr_g1p                                                                                        ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|ws_dgrp_gray2bin                                                                                 ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|wrptr_g_gray2bin                                                                                 ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                                                 ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                                                 ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01|dcfifo_component|auto_generated                                                                                                  ; 37    ; 0              ; 0            ; 0              ; 56     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01|pos_fifoEx01                                                                                                                                  ; 37    ; 0              ; 0            ; 0              ; 54     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pos_bufferEx01                                                                                                                                               ; 39    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                                                          ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider                                                                                    ; 59    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1|LPM_DIVIDE_component|auto_generated|divider                                                                                            ; 59    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1|LPM_DIVIDE_component|auto_generated                                                                                                    ; 59    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|n1                                                                                                                                        ; 59    ; 42             ; 0            ; 42             ; 32     ; 42              ; 42            ; 42              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|mul_zEx01|lpm_mult_component|auto_generated                                                                                               ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01|mul_zEx01                                                                                                                                 ; 33    ; 16             ; 0            ; 16             ; 32     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; compare_regionEx01                                                                                                                                           ; 85    ; 0              ; 1            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; data_selectEx01                                                                                                                                              ; 44    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|dust_alarmEx01                                                                                                                         ; 28    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|zero_reviseEx01                                                                                                                        ; 35    ; 0              ; 1            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|zero_distanceEx01                                                                                                                      ; 36    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03|LPM_DIVIDE_component|auto_generated|divider|divider                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03|LPM_DIVIDE_component|auto_generated|divider                                                             ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03|LPM_DIVIDE_component|auto_generated                                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex03                                                                                                         ; 34    ; 16             ; 0            ; 16             ; 24     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02|LPM_DIVIDE_component|auto_generated|divider|divider                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02|LPM_DIVIDE_component|auto_generated|divider                                                             ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02|LPM_DIVIDE_component|auto_generated                                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex02                                                                                                         ; 34    ; 13             ; 0            ; 13             ; 24     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider                                                             ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated                                                                     ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01|mod10Ex01                                                                                                         ; 34    ; 8              ; 0            ; 8              ; 24     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_statisticalEx01                                                                                                                   ; 125   ; 96             ; 9            ; 96             ; 149    ; 96              ; 96            ; 96              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_ramEx02|altsyncram_component|auto_generated                                                                                       ; 118   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_ramEx02                                                                                                                           ; 118   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_ramEx01|altsyncram_component|auto_generated                                                                                       ; 118   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_ramEx01                                                                                                                           ; 118   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider|divider                                                        ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated|divider                                                                ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01|LPM_DIVIDE_component|auto_generated                                                                        ; 34    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01|mod10Ex01                                                                                                            ; 34    ; 32             ; 0            ; 32             ; 24     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01|grid_divisionEx01                                                                                                                      ; 142   ; 0              ; 0            ; 0              ; 117    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; calc_distance_topEx01                                                                                                                                        ; 94    ; 0              ; 0            ; 0              ; 59     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|feedEx01                                                                                                                                       ; 140   ; 0              ; 74           ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                    ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01|LPM_DIVIDE_component|auto_generated|divider|divider                                              ; 65    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01|LPM_DIVIDE_component|auto_generated|divider                                                      ; 65    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01|LPM_DIVIDE_component|auto_generated                                                              ; 65    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01|mod_degreeEx01                                                                                                  ; 65    ; 59             ; 0            ; 59             ; 32     ; 59              ; 59            ; 59              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|degree_infoEx01                                                                                                                 ; 33    ; 0              ; 3            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01|move_averageEx01                                                                                                                ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|motor_infoEx01                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|filter_signalEx01                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01|pwm_driveEx01                                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; motor_topEx01                                                                                                                                                ; 36    ; 24             ; 0            ; 24             ; 54     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx02|ad5328_coreEx01                                                                                                          ; 19    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx02|ad5328_driveEx01                                                                                                         ; 20    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx02                                                                                                                          ; 19    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|compa_valueEx01                                                                                                                         ; 100   ; 8              ; 0            ; 8              ; 37     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx01|ad5328_coreEx01                                                                                                          ; 19    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx01|ad5328_driveEx01                                                                                                         ; 20    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|ad5328_topEx01                                                                                                                          ; 19    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|high_vEx01|n2|lpm_mult_component|auto_generated                                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|high_vEx01|n2                                                                                                           ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|high_vEx01|n1|lpm_mult_component|auto_generated                                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|high_vEx01|n1                                                                                                           ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|high_vEx01                                                                                                              ; 53    ; 0              ; 2            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|adt7301_topEx01|cal_temEX01                                                                                                             ; 19    ; 0              ; 2            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
